"","steps","date","interval","totalstepsperday","meanstepsperinterval"
"103","0","2012-10-02","830",126,177.301886792453
"104","0","2012-10-02","835",126,206.169811320755
"105","0","2012-10-02","840",126,195.924528301887
"106","0","2012-10-02","845",126,179.566037735849
"107","0","2012-10-02","850",126,183.396226415094
"108","0","2012-10-02","855",126,167.018867924528
"109","0","2012-10-02","900",126,143.452830188679
"110","0","2012-10-02","905",126,124.037735849057
"111","0","2012-10-02","910",126,109.11320754717
"112","0","2012-10-02","915",126,108.11320754717
"113","0","2012-10-02","920",126,103.716981132075
"114","0","2012-10-02","925",126,95.9622641509434
"115","0","2012-10-02","930",126,66.2075471698113
"116","0","2012-10-02","935",126,45.2264150943396
"117","0","2012-10-02","940",126,24.7924528301887
"118","0","2012-10-02","945",126,38.7547169811321
"119","0","2012-10-02","950",126,34.9811320754717
"120","0","2012-10-02","955",126,21.0566037735849
"121","0","2012-10-02","1000",126,40.5660377358491
"122","0","2012-10-02","1005",126,26.9811320754717
"123","0","2012-10-02","1010",126,42.4150943396226
"124","0","2012-10-02","1015",126,52.6603773584906
"125","0","2012-10-02","1020",126,38.9245283018868
"126","0","2012-10-02","1025",126,50.7924528301887
"127","0","2012-10-02","1030",126,44.2830188679245
"128","0","2012-10-02","1035",126,37.4150943396226
"129","0","2012-10-02","1040",126,34.6981132075472
"130","0","2012-10-02","1045",126,28.3396226415094
"131","0","2012-10-02","1050",126,25.0943396226415
"132","0","2012-10-02","1055",126,31.9433962264151
"133","0","2012-10-02","1100",126,31.3584905660377
"134","0","2012-10-02","1105",126,29.6792452830189
"135","0","2012-10-02","1110",126,21.3207547169811
"136","0","2012-10-02","1115",126,25.5471698113208
"137","0","2012-10-02","1120",126,28.377358490566
"138","0","2012-10-02","1125",126,26.4716981132075
"139","0","2012-10-02","1130",126,33.4339622641509
"140","0","2012-10-02","1135",126,49.9811320754717
"141","0","2012-10-02","1140",126,42.0377358490566
"142","0","2012-10-02","1145",126,44.6037735849057
"143","0","2012-10-02","1150",126,46.0377358490566
"144","0","2012-10-02","1155",126,59.188679245283
"145","0","2012-10-02","1200",126,63.8679245283019
"146","0","2012-10-02","1205",126,87.6981132075472
"147","0","2012-10-02","1210",126,94.8490566037736
"148","0","2012-10-02","1215",126,92.7735849056604
"149","0","2012-10-02","1220",126,63.3962264150943
"150","0","2012-10-02","1225",126,50.1698113207547
"151","0","2012-10-02","1230",126,54.4716981132075
"152","0","2012-10-02","1235",126,32.4150943396226
"153","0","2012-10-02","1240",126,26.5283018867925
"154","0","2012-10-02","1245",126,37.7358490566038
"155","0","2012-10-02","1250",126,45.0566037735849
"156","0","2012-10-02","1255",126,67.2830188679245
"157","0","2012-10-02","1300",126,42.3396226415094
"158","0","2012-10-02","1305",126,39.8867924528302
"159","0","2012-10-02","1310",126,43.2641509433962
"160","0","2012-10-02","1315",126,40.9811320754717
"161","0","2012-10-02","1320",126,46.2452830188679
"162","0","2012-10-02","1325",126,56.4339622641509
"163","0","2012-10-02","1330",126,42.7547169811321
"164","0","2012-10-02","1335",126,25.1320754716981
"165","0","2012-10-02","1340",126,39.9622641509434
"166","0","2012-10-02","1345",126,53.5471698113208
"167","0","2012-10-02","1350",126,47.3207547169811
"168","0","2012-10-02","1355",126,60.811320754717
"169","0","2012-10-02","1400",126,55.7547169811321
"170","0","2012-10-02","1405",126,51.9622641509434
"171","0","2012-10-02","1410",126,43.5849056603774
"172","0","2012-10-02","1415",126,48.6981132075472
"173","0","2012-10-02","1420",126,35.4716981132075
"174","0","2012-10-02","1425",126,37.5471698113208
"175","0","2012-10-02","1430",126,41.8490566037736
"176","0","2012-10-02","1435",126,27.5094339622642
"177","0","2012-10-02","1440",126,17.1132075471698
"178","0","2012-10-02","1445",126,26.0754716981132
"179","0","2012-10-02","1450",126,43.622641509434
"180","0","2012-10-02","1455",126,43.7735849056604
"181","0","2012-10-02","1500",126,30.0188679245283
"182","0","2012-10-02","1505",126,36.0754716981132
"183","0","2012-10-02","1510",126,35.4905660377358
"184","0","2012-10-02","1515",126,38.8490566037736
"185","0","2012-10-02","1520",126,45.9622641509434
"186","0","2012-10-02","1525",126,47.7547169811321
"187","0","2012-10-02","1530",126,48.1320754716981
"188","0","2012-10-02","1535",126,65.3207547169811
"189","0","2012-10-02","1540",126,82.9056603773585
"190","0","2012-10-02","1545",126,98.6603773584906
"191","0","2012-10-02","1550",126,102.11320754717
"192","0","2012-10-02","1555",126,83.9622641509434
"193","0","2012-10-02","1600",126,62.1320754716981
"194","0","2012-10-02","1605",126,64.1320754716981
"195","0","2012-10-02","1610",126,74.5471698113208
"196","0","2012-10-02","1615",126,63.1698113207547
"197","0","2012-10-02","1620",126,56.9056603773585
"198","0","2012-10-02","1625",126,59.7735849056604
"199","0","2012-10-02","1630",126,43.8679245283019
"200","0","2012-10-02","1635",126,38.5660377358491
"201","0","2012-10-02","1640",126,44.6603773584906
"202","0","2012-10-02","1645",126,45.4528301886792
"203","0","2012-10-02","1650",126,46.2075471698113
"204","0","2012-10-02","1655",126,43.6792452830189
"205","0","2012-10-02","1700",126,46.622641509434
"206","0","2012-10-02","1705",126,56.3018867924528
"207","0","2012-10-02","1710",126,50.7169811320755
"208","0","2012-10-02","1715",126,61.2264150943396
"209","0","2012-10-02","1720",126,72.7169811320755
"210","0","2012-10-02","1725",126,78.9433962264151
"211","0","2012-10-02","1730",126,68.9433962264151
"212","0","2012-10-02","1735",126,59.6603773584906
"213","0","2012-10-02","1740",126,75.0943396226415
"214","0","2012-10-02","1745",126,56.5094339622642
"215","0","2012-10-02","1750",126,34.7735849056604
"216","0","2012-10-02","1755",126,37.4528301886792
"217","0","2012-10-02","1800",126,40.6792452830189
"218","0","2012-10-02","1805",126,58.0188679245283
"219","0","2012-10-02","1810",126,74.6981132075472
"220","0","2012-10-02","1815",126,85.3207547169811
"221","0","2012-10-02","1820",126,59.2641509433962
"222","0","2012-10-02","1825",126,67.7735849056604
"223","0","2012-10-02","1830",126,77.6981132075472
"224","0","2012-10-02","1835",126,74.2452830188679
"225","0","2012-10-02","1840",126,85.3396226415094
"226","0","2012-10-02","1845",126,99.4528301886792
"227","0","2012-10-02","1850",126,86.5849056603774
"228","0","2012-10-02","1855",126,85.6037735849057
"229","0","2012-10-02","1900",126,84.8679245283019
"230","0","2012-10-02","1905",126,77.8301886792453
"231","0","2012-10-02","1910",126,58.0377358490566
"232","0","2012-10-02","1915",126,53.3584905660377
"233","0","2012-10-02","1920",126,36.3207547169811
"234","0","2012-10-02","1925",126,20.7169811320755
"235","0","2012-10-02","1930",126,27.3962264150943
"236","0","2012-10-02","1935",126,40.0188679245283
"237","0","2012-10-02","1940",126,30.2075471698113
"238","0","2012-10-02","1945",126,25.5471698113208
"239","0","2012-10-02","1950",126,45.6603773584906
"240","0","2012-10-02","1955",126,33.5283018867925
"241","0","2012-10-02","2000",126,19.622641509434
"242","0","2012-10-02","2005",126,19.0188679245283
"243","0","2012-10-02","2010",126,19.3396226415094
"244","0","2012-10-02","2015",126,33.3396226415094
"245","0","2012-10-02","2020",126,26.811320754717
"246","0","2012-10-02","2025",126,21.1698113207547
"247","0","2012-10-02","2030",126,27.3018867924528
"248","0","2012-10-02","2035",126,21.3396226415094
"249","0","2012-10-02","2040",126,19.5471698113208
"250","0","2012-10-02","2045",126,21.3207547169811
"251","0","2012-10-02","2050",126,32.3018867924528
"252","0","2012-10-02","2055",126,20.1509433962264
"253","0","2012-10-02","2100",126,15.9433962264151
"254","0","2012-10-02","2105",126,17.2264150943396
"255","0","2012-10-02","2110",126,23.4528301886792
"256","0","2012-10-02","2115",126,19.2452830188679
"257","0","2012-10-02","2120",126,12.4528301886792
"258","0","2012-10-02","2125",126,8.0188679245283
"259","0","2012-10-02","2130",126,14.6603773584906
"260","0","2012-10-02","2135",126,16.3018867924528
"261","0","2012-10-02","2140",126,8.67924528301887
"262","0","2012-10-02","2145",126,7.79245283018868
"263","0","2012-10-02","2150",126,8.13207547169811
"264","0","2012-10-02","2155",126,2.62264150943396
"265","0","2012-10-02","2200",126,1.45283018867925
"266","0","2012-10-02","2205",126,3.67924528301887
"267","117","2012-10-02","2210",126,4.81132075471698
"268","9","2012-10-02","2215",126,8.50943396226415
"269","0","2012-10-02","2220",126,7.07547169811321
"270","0","2012-10-02","2225",126,8.69811320754717
"271","0","2012-10-02","2230",126,9.75471698113208
"272","0","2012-10-02","2235",126,2.20754716981132
"273","0","2012-10-02","2240",126,0.320754716981132
"274","0","2012-10-02","2245",126,0.113207547169811
"275","0","2012-10-02","2250",126,1.60377358490566
"276","0","2012-10-02","2255",126,4.60377358490566
"277","0","2012-10-02","2300",126,3.30188679245283
"278","0","2012-10-02","2305",126,2.84905660377358
"279","0","2012-10-02","2310",126,0
"280","0","2012-10-02","2315",126,0.830188679245283
"281","0","2012-10-02","2320",126,0.962264150943396
"282","0","2012-10-02","2325",126,1.58490566037736
"283","0","2012-10-02","2330",126,2.60377358490566
"284","0","2012-10-02","2335",126,4.69811320754717
"285","0","2012-10-02","2340",126,3.30188679245283
"286","0","2012-10-02","2345",126,0.641509433962264
"287","0","2012-10-02","2350",126,0.226415094339623
"288","0","2012-10-02","2355",126,1.07547169811321
"289","0","2012-10-03","0",11352,1.71698113207547
"290","0","2012-10-03","5",11352,0.339622641509434
"291","0","2012-10-03","10",11352,0.132075471698113
"292","0","2012-10-03","15",11352,0.150943396226415
"293","0","2012-10-03","20",11352,0.0754716981132075
"294","0","2012-10-03","25",11352,2.09433962264151
"295","0","2012-10-03","30",11352,0.528301886792453
"296","0","2012-10-03","35",11352,0.867924528301887
"297","0","2012-10-03","40",11352,0
"298","0","2012-10-03","45",11352,1.47169811320755
"299","0","2012-10-03","50",11352,0.30188679245283
"300","0","2012-10-03","55",11352,0.132075471698113
"301","0","2012-10-03","100",11352,0.320754716981132
"302","0","2012-10-03","105",11352,0.679245283018868
"303","0","2012-10-03","110",11352,0.150943396226415
"304","0","2012-10-03","115",11352,0.339622641509434
"305","0","2012-10-03","120",11352,0
"306","0","2012-10-03","125",11352,1.11320754716981
"307","0","2012-10-03","130",11352,1.83018867924528
"308","0","2012-10-03","135",11352,0.169811320754717
"309","0","2012-10-03","140",11352,0.169811320754717
"310","0","2012-10-03","145",11352,0.377358490566038
"311","0","2012-10-03","150",11352,0.264150943396226
"312","0","2012-10-03","155",11352,0
"313","0","2012-10-03","200",11352,0
"314","0","2012-10-03","205",11352,0
"315","0","2012-10-03","210",11352,1.13207547169811
"316","0","2012-10-03","215",11352,0
"317","0","2012-10-03","220",11352,0
"318","0","2012-10-03","225",11352,0.132075471698113
"319","0","2012-10-03","230",11352,0
"320","0","2012-10-03","235",11352,0.226415094339623
"321","0","2012-10-03","240",11352,0
"322","0","2012-10-03","245",11352,0
"323","0","2012-10-03","250",11352,1.54716981132075
"324","0","2012-10-03","255",11352,0.943396226415094
"325","0","2012-10-03","300",11352,0
"326","0","2012-10-03","305",11352,0
"327","0","2012-10-03","310",11352,0
"328","0","2012-10-03","315",11352,0
"329","0","2012-10-03","320",11352,0.207547169811321
"330","0","2012-10-03","325",11352,0.622641509433962
"331","0","2012-10-03","330",11352,1.62264150943396
"332","0","2012-10-03","335",11352,0.584905660377358
"333","0","2012-10-03","340",11352,0.490566037735849
"334","0","2012-10-03","345",11352,0.0754716981132075
"335","0","2012-10-03","350",11352,0
"336","0","2012-10-03","355",11352,0
"337","0","2012-10-03","400",11352,1.18867924528302
"338","0","2012-10-03","405",11352,0.943396226415094
"339","4","2012-10-03","410",11352,2.56603773584906
"340","0","2012-10-03","415",11352,0
"341","0","2012-10-03","420",11352,0.339622641509434
"342","0","2012-10-03","425",11352,0.358490566037736
"343","36","2012-10-03","430",11352,4.11320754716981
"344","0","2012-10-03","435",11352,0.660377358490566
"345","0","2012-10-03","440",11352,3.49056603773585
"346","0","2012-10-03","445",11352,0.830188679245283
"347","0","2012-10-03","450",11352,3.11320754716981
"348","0","2012-10-03","455",11352,1.11320754716981
"349","0","2012-10-03","500",11352,0
"350","0","2012-10-03","505",11352,1.56603773584906
"351","0","2012-10-03","510",11352,3
"352","0","2012-10-03","515",11352,2.24528301886792
"353","0","2012-10-03","520",11352,3.32075471698113
"354","0","2012-10-03","525",11352,2.9622641509434
"355","0","2012-10-03","530",11352,2.09433962264151
"356","25","2012-10-03","535",11352,6.05660377358491
"357","0","2012-10-03","540",11352,16.0188679245283
"358","0","2012-10-03","545",11352,18.3396226415094
"359","90","2012-10-03","550",11352,39.4528301886792
"360","411","2012-10-03","555",11352,44.4905660377358
"361","413","2012-10-03","600",11352,31.4905660377358
"362","415","2012-10-03","605",11352,49.2641509433962
"363","519","2012-10-03","610",11352,53.7735849056604
"364","529","2012-10-03","615",11352,63.4528301886792
"365","613","2012-10-03","620",11352,49.9622641509434
"366","562","2012-10-03","625",11352,47.0754716981132
"367","612","2012-10-03","630",11352,52.1509433962264
"368","534","2012-10-03","635",11352,39.3396226415094
"369","323","2012-10-03","640",11352,44.0188679245283
"370","600","2012-10-03","645",11352,44.1698113207547
"371","533","2012-10-03","650",11352,37.3584905660377
"372","251","2012-10-03","655",11352,49.0377358490566
"373","56","2012-10-03","700",11352,43.811320754717
"374","0","2012-10-03","705",11352,44.377358490566
"375","32","2012-10-03","710",11352,50.5094339622642
"376","80","2012-10-03","715",11352,54.5094339622642
"377","10","2012-10-03","720",11352,49.9245283018868
"378","9","2012-10-03","725",11352,50.9811320754717
"379","145","2012-10-03","730",11352,55.6792452830189
"380","46","2012-10-03","735",11352,44.3207547169811
"381","0","2012-10-03","740",11352,52.2641509433962
"382","44","2012-10-03","745",11352,69.5471698113208
"383","126","2012-10-03","750",11352,57.8490566037736
"384","42","2012-10-03","755",11352,56.1509433962264
"385","138","2012-10-03","800",11352,73.377358490566
"386","53","2012-10-03","805",11352,68.2075471698113
"387","0","2012-10-03","810",11352,129.433962264151
"388","0","2012-10-03","815",11352,157.528301886792
"389","22","2012-10-03","820",11352,171.150943396226
"390","57","2012-10-03","825",11352,155.396226415094
"391","161","2012-10-03","830",11352,177.301886792453
"392","19","2012-10-03","835",11352,206.169811320755
"393","15","2012-10-03","840",11352,195.924528301887
"394","0","2012-10-03","845",11352,179.566037735849
"395","16","2012-10-03","850",11352,183.396226415094
"396","0","2012-10-03","855",11352,167.018867924528
"397","0","2012-10-03","900",11352,143.452830188679
"398","8","2012-10-03","905",11352,124.037735849057
"399","0","2012-10-03","910",11352,109.11320754717
"400","51","2012-10-03","915",11352,108.11320754717
"401","516","2012-10-03","920",11352,103.716981132075
"402","245","2012-10-03","925",11352,95.9622641509434
"403","0","2012-10-03","930",11352,66.2075471698113
"404","161","2012-10-03","935",11352,45.2264150943396
"405","7","2012-10-03","940",11352,24.7924528301887
"406","0","2012-10-03","945",11352,38.7547169811321
"407","0","2012-10-03","950",11352,34.9811320754717
"408","0","2012-10-03","955",11352,21.0566037735849
"409","0","2012-10-03","1000",11352,40.5660377358491
"410","0","2012-10-03","1005",11352,26.9811320754717
"411","0","2012-10-03","1010",11352,42.4150943396226
"412","0","2012-10-03","1015",11352,52.6603773584906
"413","0","2012-10-03","1020",11352,38.9245283018868
"414","0","2012-10-03","1025",11352,50.7924528301887
"415","0","2012-10-03","1030",11352,44.2830188679245
"416","0","2012-10-03","1035",11352,37.4150943396226
"417","0","2012-10-03","1040",11352,34.6981132075472
"418","0","2012-10-03","1045",11352,28.3396226415094
"419","0","2012-10-03","1050",11352,25.0943396226415
"420","0","2012-10-03","1055",11352,31.9433962264151
"421","0","2012-10-03","1100",11352,31.3584905660377
"422","0","2012-10-03","1105",11352,29.6792452830189
"423","0","2012-10-03","1110",11352,21.3207547169811
"424","0","2012-10-03","1115",11352,25.5471698113208
"425","0","2012-10-03","1120",11352,28.377358490566
"426","0","2012-10-03","1125",11352,26.4716981132075
"427","0","2012-10-03","1130",11352,33.4339622641509
"428","72","2012-10-03","1135",11352,49.9811320754717
"429","73","2012-10-03","1140",11352,42.0377358490566
"430","0","2012-10-03","1145",11352,44.6037735849057
"431","0","2012-10-03","1150",11352,46.0377358490566
"432","116","2012-10-03","1155",11352,59.188679245283
"433","97","2012-10-03","1200",11352,63.8679245283019
"434","0","2012-10-03","1205",11352,87.6981132075472
"435","0","2012-10-03","1210",11352,94.8490566037736
"436","0","2012-10-03","1215",11352,92.7735849056604
"437","0","2012-10-03","1220",11352,63.3962264150943
"438","0","2012-10-03","1225",11352,50.1698113207547
"439","15","2012-10-03","1230",11352,54.4716981132075
"440","0","2012-10-03","1235",11352,32.4150943396226
"441","0","2012-10-03","1240",11352,26.5283018867925
"442","0","2012-10-03","1245",11352,37.7358490566038
"443","0","2012-10-03","1250",11352,45.0566037735849
"444","0","2012-10-03","1255",11352,67.2830188679245
"445","80","2012-10-03","1300",11352,42.3396226415094
"446","69","2012-10-03","1305",11352,39.8867924528302
"447","0","2012-10-03","1310",11352,43.2641509433962
"448","0","2012-10-03","1315",11352,40.9811320754717
"449","0","2012-10-03","1320",11352,46.2452830188679
"450","0","2012-10-03","1325",11352,56.4339622641509
"451","0","2012-10-03","1330",11352,42.7547169811321
"452","0","2012-10-03","1335",11352,25.1320754716981
"453","0","2012-10-03","1340",11352,39.9622641509434
"454","99","2012-10-03","1345",11352,53.5471698113208
"455","100","2012-10-03","1350",11352,47.3207547169811
"456","0","2012-10-03","1355",11352,60.811320754717
"457","0","2012-10-03","1400",11352,55.7547169811321
"458","33","2012-10-03","1405",11352,51.9622641509434
"459","0","2012-10-03","1410",11352,43.5849056603774
"460","0","2012-10-03","1415",11352,48.6981132075472
"461","7","2012-10-03","1420",11352,35.4716981132075
"462","0","2012-10-03","1425",11352,37.5471698113208
"463","0","2012-10-03","1430",11352,41.8490566037736
"464","0","2012-10-03","1435",11352,27.5094339622642
"465","0","2012-10-03","1440",11352,17.1132075471698
"466","0","2012-10-03","1445",11352,26.0754716981132
"467","0","2012-10-03","1450",11352,43.622641509434
"468","0","2012-10-03","1455",11352,43.7735849056604
"469","0","2012-10-03","1500",11352,30.0188679245283
"470","0","2012-10-03","1505",11352,36.0754716981132
"471","0","2012-10-03","1510",11352,35.4905660377358
"472","0","2012-10-03","1515",11352,38.8490566037736
"473","0","2012-10-03","1520",11352,45.9622641509434
"474","0","2012-10-03","1525",11352,47.7547169811321
"475","0","2012-10-03","1530",11352,48.1320754716981
"476","0","2012-10-03","1535",11352,65.3207547169811
"477","0","2012-10-03","1540",11352,82.9056603773585
"478","88","2012-10-03","1545",11352,98.6603773584906
"479","154","2012-10-03","1550",11352,102.11320754717
"480","0","2012-10-03","1555",11352,83.9622641509434
"481","20","2012-10-03","1600",11352,62.1320754716981
"482","0","2012-10-03","1605",11352,64.1320754716981
"483","0","2012-10-03","1610",11352,74.5471698113208
"484","0","2012-10-03","1615",11352,63.1698113207547
"485","0","2012-10-03","1620",11352,56.9056603773585
"486","0","2012-10-03","1625",11352,59.7735849056604
"487","0","2012-10-03","1630",11352,43.8679245283019
"488","0","2012-10-03","1635",11352,38.5660377358491
"489","0","2012-10-03","1640",11352,44.6603773584906
"490","0","2012-10-03","1645",11352,45.4528301886792
"491","0","2012-10-03","1650",11352,46.2075471698113
"492","0","2012-10-03","1655",11352,43.6792452830189
"493","0","2012-10-03","1700",11352,46.622641509434
"494","0","2012-10-03","1705",11352,56.3018867924528
"495","198","2012-10-03","1710",11352,50.7169811320755
"496","61","2012-10-03","1715",11352,61.2264150943396
"497","75","2012-10-03","1720",11352,72.7169811320755
"498","0","2012-10-03","1725",11352,78.9433962264151
"499","0","2012-10-03","1730",11352,68.9433962264151
"500","193","2012-10-03","1735",11352,59.6603773584906
"501","298","2012-10-03","1740",11352,75.0943396226415
"502","0","2012-10-03","1745",11352,56.5094339622642
"503","15","2012-10-03","1750",11352,34.7735849056604
"504","21","2012-10-03","1755",11352,37.4528301886792
"505","0","2012-10-03","1800",11352,40.6792452830189
"506","0","2012-10-03","1805",11352,58.0188679245283
"507","0","2012-10-03","1810",11352,74.6981132075472
"508","0","2012-10-03","1815",11352,85.3207547169811
"509","51","2012-10-03","1820",11352,59.2641509433962
"510","36","2012-10-03","1825",11352,67.7735849056604
"511","0","2012-10-03","1830",11352,77.6981132075472
"512","26","2012-10-03","1835",11352,74.2452830188679
"513","22","2012-10-03","1840",11352,85.3396226415094
"514","0","2012-10-03","1845",11352,99.4528301886792
"515","39","2012-10-03","1850",11352,86.5849056603774
"516","52","2012-10-03","1855",11352,85.6037735849057
"517","15","2012-10-03","1900",11352,84.8679245283019
"518","41","2012-10-03","1905",11352,77.8301886792453
"519","0","2012-10-03","1910",11352,58.0377358490566
"520","42","2012-10-03","1915",11352,53.3584905660377
"521","0","2012-10-03","1920",11352,36.3207547169811
"522","0","2012-10-03","1925",11352,20.7169811320755
"523","159","2012-10-03","1930",11352,27.3962264150943
"524","32","2012-10-03","1935",11352,40.0188679245283
"525","0","2012-10-03","1940",11352,30.2075471698113
"526","0","2012-10-03","1945",11352,25.5471698113208
"527","0","2012-10-03","1950",11352,45.6603773584906
"528","0","2012-10-03","1955",11352,33.5283018867925
"529","34","2012-10-03","2000",11352,19.622641509434
"530","0","2012-10-03","2005",11352,19.0188679245283
"531","0","2012-10-03","2010",11352,19.3396226415094
"532","0","2012-10-03","2015",11352,33.3396226415094
"533","0","2012-10-03","2020",11352,26.811320754717
"534","36","2012-10-03","2025",11352,21.1698113207547
"535","73","2012-10-03","2030",11352,27.3018867924528
"536","9","2012-10-03","2035",11352,21.3396226415094
"537","0","2012-10-03","2040",11352,19.5471698113208
"538","0","2012-10-03","2045",11352,21.3207547169811
"539","0","2012-10-03","2050",11352,32.3018867924528
"540","0","2012-10-03","2055",11352,20.1509433962264
"541","0","2012-10-03","2100",11352,15.9433962264151
"542","0","2012-10-03","2105",11352,17.2264150943396
"543","0","2012-10-03","2110",11352,23.4528301886792
"544","0","2012-10-03","2115",11352,19.2452830188679
"545","0","2012-10-03","2120",11352,12.4528301886792
"546","0","2012-10-03","2125",11352,8.0188679245283
"547","90","2012-10-03","2130",11352,14.6603773584906
"548","128","2012-10-03","2135",11352,16.3018867924528
"549","46","2012-10-03","2140",11352,8.67924528301887
"550","0","2012-10-03","2145",11352,7.79245283018868
"551","0","2012-10-03","2150",11352,8.13207547169811
"552","0","2012-10-03","2155",11352,2.62264150943396
"553","0","2012-10-03","2200",11352,1.45283018867925
"554","0","2012-10-03","2205",11352,3.67924528301887
"555","0","2012-10-03","2210",11352,4.81132075471698
"556","0","2012-10-03","2215",11352,8.50943396226415
"557","0","2012-10-03","2220",11352,7.07547169811321
"558","0","2012-10-03","2225",11352,8.69811320754717
"559","0","2012-10-03","2230",11352,9.75471698113208
"560","0","2012-10-03","2235",11352,2.20754716981132
"561","0","2012-10-03","2240",11352,0.320754716981132
"562","0","2012-10-03","2245",11352,0.113207547169811
"563","0","2012-10-03","2250",11352,1.60377358490566
"564","0","2012-10-03","2255",11352,4.60377358490566
"565","0","2012-10-03","2300",11352,3.30188679245283
"566","0","2012-10-03","2305",11352,2.84905660377358
"567","0","2012-10-03","2310",11352,0
